registerCode,signed,registerType,registerFlag,address,min,max,description,value,status
"REG_SENSOR_OAT","I*","Holding Register (Function 03/06/16)","HOLDING_REG","12102","-400","800","Outdoor Air Temperature sensor (standard)","148",
"REG_SENSOR_SAT","I*","Holding Register (Function 03/06/16)","HOLDING_REG","12103","-400","800","Supply Air Temperature sensor (standard)","0",
"REG_SENSOR_RAT","I*","Holding Register (Function 03/06/16)","HOLDING_REG","12104","-400","800","Room Air Temperature sensor (accessory)","0",
"REG_SENSOR_EAT","I*","Holding Register (Function 03/06/16)","HOLDING_REG","12105","-400","800","Extract Air Temperature sensor (accessory)","0",
"REG_SENSOR_ECT","I*","Holding Register (Function 03/06/16)","HOLDING_REG","12106","-400","800","Extra Controller Temperature sensor (accessory)","0",
"REG_SENSOR_EFT","I*","Holding Register (Function 03/06/16)","HOLDING_REG","12107","-400","800","Efficiency temperature sensor (accessory)","150",
"REG_SENSOR_OHT","I*","Holding Register (Function 03/06/16)","HOLDING_REG","12108","-400","800","Over Heat Temperature sensor (Electrical Heater)","0",
"REG_SENSOR_RHS","I","Holding Register (Function 03/06/16)","HOLDING_REG","12109","0","100","Relative Humidity Sensor (Accessory)","0",
"REG_SENSOR_RGS","I","Read Input Register (Function 04)","INPUT_REG","12112","0","1","Rotating guard Sensor input","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_CO2S","I","Holding Register (Function 03/06/16)","HOLDING_REG","12115","0","2000","CO2 value (accessory)","0",
"REG_SENSOR_RHS_PDM","I","Holding Register (Function 03/06/16)","HOLDING_REG","12136","0","100","PDM RHS sensor value (standard)","28",
"REG_SENSOR_CO2S_1","I","Holding Register (Function 03/06/16)","HOLDING_REG","12151","0","2000","CO2 sensor value - UI1 (accessory)","0",
"REG_SENSOR_CO2S_2","I","Holding Register (Function 03/06/16)","HOLDING_REG","12152","0","2000","CO2 sensor value - UI2 (accessory)","0",
"REG_SENSOR_CO2S_3","I","Holding Register (Function 03/06/16)","HOLDING_REG","12153","0","2000","CO2 sensor value - UI3 (accessory)","0",
"REG_SENSOR_CO2S_4","I","Holding Register (Function 03/06/16)","HOLDING_REG","12154","0","2000","CO2 sensor value - UI4 (accessory)","0",
"REG_SENSOR_CO2S_5","I","Holding Register (Function 03/06/16)","HOLDING_REG","12155","0","2000","CO2 sensor value - UI5 (accessory)","0",
"REG_SENSOR_RHS_1","I","Holding Register (Function 03/06/16)","HOLDING_REG","12161","0","100","RH sensor value - UI1 (accessory)","0",
"REG_SENSOR_RHS_2","I","Holding Register (Function 03/06/16)","HOLDING_REG","12162","0","100","RH sensor value - UI2 (accessory)","0",
"REG_SENSOR_RHS_3","I","Holding Register (Function 03/06/16)","HOLDING_REG","12163","0","100","RH sensor value - UI3 (accessory)","0",
"REG_SENSOR_RHS_4","I","Holding Register (Function 03/06/16)","HOLDING_REG","12164","0","100","RH sensor value - UI4 (accessory)","0",
"REG_SENSOR_RHS_5","I","Holding Register (Function 03/06/16)","HOLDING_REG","12165","0","100","RH sensor value - UI5 (accessory)","0",
"REG_SENSOR_DI_AWAY","I","Read Input Register (Function 04)","INPUT_REG","12301","0","1","Value of physical Digital Input of Away function","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_HOLIDAY","I","Read Input Register (Function 04)","INPUT_REG","12302","0","1","Value of physical Digital Input of Holiday function","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_FIREPLACE","I","Read Input Register (Function 04)","INPUT_REG","12303","0","1","Value of physical Digital Input of Fireplace function","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_REHRESH","I","Read Input Register (Function 04)","INPUT_REG","12304","0","1","Value of physical Digital Input of Refresh function","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_CROWDED","I","Read Input Register (Function 04)","INPUT_REG","12305","0","1","Value of physical Digital Input of Crowded function","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_COOKERHOOD","I","Read Input Register (Function 04)","INPUT_REG","12306","0","1","Value of physical Digital Input of Cookerhood function","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_VACUUMCLEANER","I","Read Input Register (Function 04)","INPUT_REG","12307","0","1","Value of physical Digital Input of Vacuum Cleaner function","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_EXTERNAL_STOP","I","Read Input Register (Function 04)","INPUT_REG","12308","0","1","External Stop input value","1","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_LOAD_DETECTED","I","Read Input Register (Function 04)","INPUT_REG","12309","0","1","Load Detected input value","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_EXTRA_CONTROLLER_ EMT","I","Read Input Register (Function 04)","INPUT_REG","12310","0","1","Extra controller EMT input value","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_FIRE_ALARM","I","Read Input Register (Function 04)","INPUT_REG","12311","0","1","Fire Alarm input value","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_DI_CHANGE_OVER_ FEEDBACK","I","Read Input Register (Function 04)","INPUT_REG","12312","0","1","Change over feedback value","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_RPM_SAF","I","Read Input Register (Function 04)","INPUT_REG","12401","0","5000","Supply Air Fan RPM indication from TACHO","1740","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_RPM_EAF","I","Read Input Register (Function 04)","INPUT_REG","12402","0","5000","Extract Air Fan RPM indication from TACHO","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_SENSOR_PDM_EAT_VALUE","I","Holding Register (Function 03/06/16)","HOLDING_REG","12544","-400","800","PDM EAT sensor value (standard)","263",
"REG_OUTPUT_TRIAC_CONFIGURED","I","Holding Register (Function 03/06/16)","HOLDING_REG","13201","0","1","Indicates if the TRIAC shall be used","0",
"REG_DO1_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13301","0","1","Digital output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_DO2_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13302","0","1","Digital output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_DO3_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13303","0","1","Digital output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_DO4_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13304","0","1","Digital output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_AO1_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13311","0","100","Analog output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_AO2_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13312","0","100","Analog output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_AO3_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13313","0","100","Analog output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_AO4_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13314","0","100","Analog output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_AO5_AFTER_MUX","I","Read Input Register (Function 04)","INPUT_REG","13315","0","100","Analog output after multiplexer","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_MANUAL_OVERRIDE_OUTPUT_SAF","I","Holding Register (Function 03/06/16)","HOLDING_REG","13601","0","1","SAF Override.0: Auto1: Manual","0",
"REG_MANUAL_OVERRIDE_OUTPUT_EAF","I","Holding Register (Function 03/06/16)","HOLDING_REG","13602","0","1","EAF Override.0: Auto1: Manual","0",
"REG_MANUAL_OVERRIDE_OUTPUT_ SAF_VALUE","I","Holding Register (Function 03/06/16)","HOLDING_REG","13801","0","100","SAF Override value in % if manual (1) selected","0",
"REG_MANUAL_OVERRIDE_OUTPUT_ EAF_VALUE","I","Holding Register (Function 03/06/16)","HOLDING_REG","13802","0","100","EAF override value in % if manual (1) selected","0",
"REG_OUTPUT_SAF","I","Read Input Register (Function 04)","INPUT_REG","14001","0","100","SAF fan speed","45","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_EAF","I","Read Input Register (Function 04)","INPUT_REG","14002","0","100","EAF fan speed","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","14003","0","1","Sum Alarm DO
0: Output not active 1: Output active","1","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_OUTDOOR_EXTRACT_ DAMPER","I","Read Input Register (Function 04)","INPUT_REG","14004","0","1","Indicates if Outdoor/Exhaust air damper signal is On/Off","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y1_ANALOG","I","Read Input Register (Function 04)","INPUT_REG","14101","0","100","Heater AO state.","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y1_DIGITAL","I","Read Input Register (Function 04)","INPUT_REG","14102","0","1","Heater DO state:0: Output not active1: Output active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y2_ANALOG","I","Read Input Register (Function 04)","INPUT_REG","14103","0","100","Heat Exchanger AO state.","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y2_DIGITAL","I","Read Input Register (Function 04)","INPUT_REG","14104","0","1","Heat Exchanger DO state.0: Output not active1: Output active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y3_ANALOG","I","Read Input Register (Function 04)","INPUT_REG","14201","0","100","Cooler AO state.","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y3_DIGITAL","I","Read Input Register (Function 04)","INPUT_REG","14202","0","1","Cooler DO state:0: Output not active1: Output active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y4_ANALOG","I","Read Input Register (Function 04)","INPUT_REG","14203","0","100","Extra controller AO state.","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y4_DIGITAL","I","Read Input Register (Function 04)","INPUT_REG","14204","0","1","Extra controller DO state:0: Output not active1: Output active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y1_CIRC_PUMP","I","Read Input Register (Function 04)","INPUT_REG","14301",,,"Heating circulation pump output","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y3_CIRC_PUMP","I","Read Input Register (Function 04)","INPUT_REG","14302",,,"Cooler circulation pump output","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y1_Y3_CIRC_PUMP","I","Read Input Register (Function 04)","INPUT_REG","14303",,,"Change-over circulation pump output","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_Y4_CIRC_PUMP","I","Read Input Register (Function 04)","INPUT_REG","14304",,,"Extra controller circulation pump output","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_AO1","I","Read Input Register (Function 04)","INPUT_REG","14351",,,"Voltage signal from AO1","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_AO2","I","Read Input Register (Function 04)","INPUT_REG","14352",,,"Voltage signal from AO2","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_AO3","I","Read Input Register (Function 04)","INPUT_REG","14353",,,"Voltage signal from AO3","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_AO4","I","Read Input Register (Function 04)","INPUT_REG","14354",,,"Voltage signal from AO4","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_AO5","I","Read Input Register (Function 04)","INPUT_REG","14355",,,"Voltage signal from AO5","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_DO1","I","Read Input Register (Function 04)","INPUT_REG","14361","0","1","State of DO1","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_DO2","I","Read Input Register (Function 04)","INPUT_REG","14362","0","1","State of DO2","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_DO3","I","Read Input Register (Function 04)","INPUT_REG","14363","0","1","State of DO3","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_DO4","I","Read Input Register (Function 04)","INPUT_REG","14364","0","1","State of DO4","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_FAN_SPEED1","I","Read Input Register (Function 04)","INPUT_REG","14371","0","100","Supply air fan control signal in %","45","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_FAN_SPEED2","I","Read Input Register (Function 04)","INPUT_REG","14372","0","100","Extract air fan control signal in %","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_OUTPUT_TRIAC","I","Read Input Register (Function 04)","INPUT_REG","14381","0","1","TRIAC control signal","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_SAF_CTRL_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15002","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_SAF_CTRL_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15003","0","1","Signal to clear the alarm","0",
"REG_ALARM_EAF_CTRL_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15009","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_EAF_CTRL_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15010","0","1","Signal to clear the alarm","0",
"REG_ALARM_FROST_PROT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15016","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_FROST_PROT_CLEAR_ ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15017","0","1","Signal to clear the alarm","0",
"REG_ALARM_DEFROSTING_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15023","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_DEFROSTING_CLEAR_ ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15024","0","1","Signal to clear the alarm","0",
"REG_ALARM_SAF_RPM_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15030","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_SAF_RPM_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15031","0","1","Signal to clear the alarm","0",
"REG_ALARM_EAF_RPM_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15037","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_EAF_RPM_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15038","0","1","Signal to clear the alarm","0",
"REG_ALARM_FPT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15058","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_FPT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15059","0","1","Signal to clear the alarm","0",
"REG_ALARM_OAT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15065","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_OAT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15066","0","1","Signal to clear the alarm","0",
"REG_ALARM_SAT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15072","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_SAT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15073","0","1","Signal to clear the alarm","0",
"REG_ALARM_RAT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15079","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_RAT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15080","0","1","Signal to clear the alarm","0",
"REG_ALARM_EAT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15086","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_EAT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15087","0","1","Signal to clear the alarm","0",
"REG_ALARM_ECT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15093","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_ECT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15094","0","1","Signal to clear the alarm","0",
"REG_ALARM_EFT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15100","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_EFT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15101","0","1","Signal to clear the alarm","0",
"REG_ALARM_OHT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15107","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_OHT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15108","0","1","Signal to clear the alarm","0",
"REG_ALARM_EMT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15114","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_EMT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15115","0","1","Signal to clear the alarm","0",
"REG_ALARM_RGS_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15121","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_RGS_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15122","0","1","Signal to clear the alarm","0",
"REG_ALARM_BYS_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15128","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_BYS_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15129","0","1","Signal to clear the alarm","0",
"REG_ALARM_SECONDARY_AIR_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15135","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_SECONDARY_AIR_CLEAR_ ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15136","0","1","Signal to clear the alarm","0",
"REG_ALARM_FILTER_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15142","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_FILTER_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15143","0","1","Signal to clear the alarm","0",
"REG_ALARM_EXTRA_CONTROLLER_ ALARM","I","Read Input Register (Function 04)","INPUT_REG","15149","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_EXTRA_CONTROLLER_ CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15150","0","1","Signal to clear the alarm","0",
"REG_ALARM_EXTERNAL_STOP_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15156","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_EXTERNAL_STOP_CLEAR_ ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15157","0","1","Signal to clear the alarm","0",
"REG_ALARM_RH_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15163","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_RH_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15164","0","1","Signal to clear the alarm","0",
"REG_ALARM_CO2_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15170","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_CO2_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15171","0","1","Signal to clear the alarm","0",
"REG_ALARM_LOW_SAT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15177","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_LOW_SAT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15178","0","1","Signal to clear the alarm","0",
"REG_ALARM_MANUAL_OVERRIDE_ OUTPUTS_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15502","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_MANUAL_OVERRIDE_ OUTPUTS_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15503","0","1","Signal to clear the alarm","0",
"REG_ALARM_PDM_RHS_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15509","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_PDM_RHS_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15510","0","1","Signal to clear the alarm","0",
"REG_ALARM_PDM_EAT_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15516","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_PDM_EAT_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15517","0","1","Signal to clear the alarm","0",
"REG_ALARM_MANUAL_FAN_STOP_ ALARM","I","Read Input Register (Function 04)","INPUT_REG","15523","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_MANUAL_FAN_STOP_ CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15524","0","1","Signal to clear the alarm","0",
"REG_ALARM_OVERHEAT_ TEMPERATURE_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15530","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_OVERHEAT_ TEMPERATURE_CLEAR_ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15531","0","1","Signal to clear the alarm","0",
"REG_ALARM_FIRE_ALARM_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15537","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
"REG_ALARM_FIRE_ALARM_CLEAR_ ALARM","I","Holding Register (Function 03/06/16)","HOLDING_REG","15538","0","1","Signal to clear the alarm","0",
"REG_ALARM_FILTER_WARNING_ALARM","I","Read Input Register (Function 04)","INPUT_REG","15544","0","3","Alarm active/inactive. 0: Inactive
1: Active
2: Waiting
3: Cleared Error Active","0","ReadInputRegisters returned FunctionCodeNotSupportedException, trying ReadHoldingRegisters"
